iter	Logloss
274	0.6152574185
275	0.6151112226
276	0.61481831
277	0.614723411
278	0.6145351357
279	0.6143817263
280	0.614260217
281	0.614143597
282	0.6139325588
283	0.6139093951
284	0.6136204099
285	0.6133491381
286	0.6133155547
287	0.6129592024
288	0.6127907245
289	0.6127736924
290	0.6126036516
291	0.6124374179
292	0.6122315896
293	0.612147551
294	0.61200921
295	0.6119846036
296	0.6119094618
297	0.6118426959
298	0.6118223374
299	0.6117744872
300	0.6115568766
301	0.6114832176
302	0.6114437832
303	0.6112165144
304	0.6109795473
305	0.6106394657
306	0.6103166166
307	0.6101741478
308	0.6099839088
309	0.6098624797
310	0.6097251406
311	0.6096805765
312	0.6096595368
313	0.6096452699
314	0.6095885229
315	0.6095087724
316	0.6094567943
317	0.6094346726
318	0.60921069
319	0.6089653872
320	0.608883152
321	0.6087527059
322	0.6086586885
323	0.6085586197
324	0.6085330916
325	0.6082892315
326	0.6082308814
327	0.6078477184
328	0.6077670062
329	0.607663571
330	0.607596244
331	0.6075599756
332	0.607498179
333	0.6072226191
334	0.6071295234
335	0.6070985049
336	0.6069752724
337	0.6068157715
338	0.6066592762
339	0.6064235915
340	0.606397863
341	0.6062640906
342	0.6062069027
343	0.6061143681
344	0.6058870993
345	0.6058627333
346	0.6058081904
347	0.6057002267
348	0.6053716468
349	0.6050741655
350	0.6048643697
351	0.6047002601
352	0.604642471
353	0.6042296922
354	0.6040171713
355	0.6039785384
356	0.6039103297
357	0.6038551456
358	0.603816152
359	0.6034641278
360	0.6032806216
361	0.6032423494
362	0.6029059146
363	0.6028525339
364	0.6027957869
365	0.6025439517
366	0.6022918361
367	0.6022025075
368	0.602155619
369	0.6020807177
370	0.6020265756
371	0.6019887843
372	0.6019104365
373	0.6018579374
374	0.6018300448
375	0.6018042361
376	0.6015066346
377	0.6013317046
378	0.601234441
379	0.6010164297
380	0.6009697016
381	0.6008022657
382	0.6007524517
383	0.6005773613
384	0.6005087519
385	0.6004588978
386	0.6003258468
387	0.6002813629
388	0.5999620003
389	0.5998318748
390	0.5997474355
391	0.5996608722
392	0.5994891882
393	0.5993088881
394	0.5992775489
395	0.5992331452
396	0.5991357614
397	0.5989997448
398	0.5989300934
399	0.5986011528
400	0.5985655656
401	0.5985380337
402	0.5985083377
403	0.5984286273
404	0.5983851452
405	0.5983110053
406	0.5982634356
407	0.5981680156
408	0.5981552314
409	0.5980360065
410	0.5979332126
411	0.5978007627
412	0.5977910644
413	0.5977720685
414	0.5977116345
415	0.5976621812
416	0.5976235884
417	0.5975899649
418	0.5975891634
419	0.5973701502
420	0.5973003786
421	0.5972468776
422	0.5972122523
423	0.5970421313
424	0.5969766077
425	0.5967628043
426	0.5966293525
427	0.5964191559
428	0.5963094289
429	0.5958912399
430	0.595823993
431	0.5957495326
432	0.595745525
433	0.595662328
434	0.5955959227
435	0.5953671311
436	0.5953275364
437	0.5952358434
438	0.5949502245
439	0.5947995001
440	0.5946439667
441	0.5945387682
442	0.5944381784
443	0.594268899
444	0.5939417217
445	0.5939394374
446	0.593897879
447	0.5937573338
448	0.5937082412
449	0.5935886957
450	0.5932943403
451	0.5930722413
452	0.5930481959
453	0.5930438277
454	0.5929490889
455	0.5927961604
456	0.5927944371
457	0.5925710557
458	0.5924455388
459	0.5923893528
460	0.5922203139
461	0.5921462943
462	0.5920653816
463	0.5920148062
464	0.5918833582
465	0.5918803926
466	0.5917566391
467	0.5916178973
468	0.5915956153
469	0.5914739056
470	0.5913000977
471	0.5912672758
472	0.5911413983
473	0.5908463216
474	0.590820553
475	0.5906192131
476	0.5905772138
477	0.5905157379
478	0.5904186747
479	0.5903411284
480	0.5901943314
481	0.5901658778
482	0.5900171972
483	0.5897521372
484	0.5896214907
485	0.5896093878
486	0.5894590241
487	0.5893345092
488	0.5891522854
489	0.5891399421
490	0.5890866415
491	0.5890830347
492	0.588856327
493	0.5887751338
494	0.5887708858
495	0.5884605002
496	0.5883944957
497	0.5883097357
498	0.5883054877
499	0.5881937168
500	0.5880505668
501	0.5880389849
502	0.587963763
503	0.5879455687
504	0.5879126666
505	0.5878267445
506	0.5878184087
507	0.5877685547
508	0.587767152
509	0.5875925025
510	0.5874590908
511	0.5872938991
512	0.5870291997
513	0.5869598689
514	0.5868698992
515	0.5868483385
516	0.5868482984
517	0.5868149956
518	0.5868021714
519	0.5867482697
520	0.5865936179
521	0.5864984784
522	0.5862111764
523	0.5860441813
524	0.5859817435
525	0.5859655129
526	0.585793348
527	0.5855113359
528	0.5852764528
529	0.585130297
530	0.5850868551
531	0.5849493156
532	0.584915612
533	0.5848758169
534	0.5848518116
535	0.5848068468
536	0.5846598895
537	0.5845695992
538	0.5845428687
539	0.5843447349
540	0.5842729194
541	0.5842693126
542	0.5842671485
543	0.584197978
544	0.5839581656
545	0.5836601633
546	0.5836567168
547	0.5836555947
548	0.5832577641
549	0.5832496287
550	0.5832484265
551	0.5829339932
552	0.5828414987
553	0.5826706163
554	0.5826589142
555	0.5826427237
556	0.5825004553
557	0.5824985316
558	0.5824975698
559	0.5822987948
560	0.5822685778
561	0.5821028651
562	0.5820834284
563	0.5819813559
564	0.5819328243
565	0.5816222383
566	0.5815663729
567	0.581335858
568	0.5813331328
569	0.5812848417
570	0.5811422527
571	0.5811418119
572	0.5810275964
573	0.580874748
574	0.5807440214
575	0.5805218822
576	0.5804616486
577	0.5804108327
578	0.5803964857
579	0.5803906747
580	0.5803779707
581	0.580376007
582	0.5803153726
583	0.5801476963
584	0.5801468146
585	0.5801363148
586	0.5799447934
587	0.5799285227
588	0.57990588
589	0.5797948706
590	0.5796385757
591	0.5796192993
592	0.5794612411
593	0.5793615731
594	0.5792599413
595	0.5791598725
596	0.5790962324
597	0.579075834
598	0.579064212
599	0.5790399262
600	0.5790153999
601	0.5789758453
602	0.5789622597
603	0.5788197107
604	0.5787967474
605	0.5787137107
606	0.5784880049
607	0.5784746998
608	0.5784271701
609	0.5782709153
610	0.5781880389
611	0.5779341599
612	0.5779096337
613	0.5777205569
614	0.5776485811
615	0.577636318
616	0.5774643936
617	0.5774612276
618	0.5774564586
619	0.5774331346
620	0.5772637751
621	0.5772539566
622	0.5772510711
623	0.5772314742
624	0.5770269282
625	0.5770035241
626	0.5768838182
627	0.576813726
628	0.5767930069
629	0.5764514825
630	0.5764287196
631	0.5764108459
632	0.5763729744
633	0.5763256451
634	0.5760188663
635	0.5760127748
636	0.575996424
637	0.5758853344
638	0.5758791227
639	0.5757594168
640	0.575680027
641	0.5756285299
642	0.5755110282
643	0.5754504338
644	0.5753504853
645	0.5753462773
646	0.5752098599
647	0.5751003333
648	0.5750664293
649	0.5747727553
650	0.5746643507
651	0.5746378207
652	0.5745676082
653	0.5743743235
654	0.5740536385
655	0.5739991356
656	0.5739684377
657	0.573695082
658	0.5736938797
659	0.5736938396
660	0.5736840211
661	0.5736813361
662	0.5736803742
663	0.5736496362
664	0.5736150911
665	0.5735724506
666	0.5735672007
667	0.5735548574
668	0.5734728627
669	0.5734582752
670	0.5734574737
671	0.5733393308
672	0.5733263463
673	0.5733222586
674	0.5733110775
675	0.5733096748
676	0.573267916
677	0.5731340635
678	0.5729347675
679	0.5727937414
680	0.5727641255
681	0.5725548908
682	0.5725471161
683	0.5725175403
684	0.5722878269
685	0.5721350587
686	0.5719434972
687	0.5719366844
688	0.5719193717
689	0.5717956182
690	0.5717280107
691	0.5716218905
692	0.5715780077
693	0.5715742806
694	0.5715562867
695	0.571401675
696	0.57136192
697	0.5713247699
698	0.5713037302
699	0.5713028485
700	0.5713024478
701	0.5711369355
702	0.5710297733
703	0.5709641294
704	0.5708693907
705	0.5708634595
706	0.5708438225
707	0.5708217408
708	0.5707959722
709	0.5707728085
710	0.5706689325
711	0.5706444062
712	0.5705214542
713	0.5704655888
714	0.5704457113
715	0.5702374384
716	0.5702257764
717	0.5701761628
718	0.5701310777
719	0.5701175322
720	0.5700871949
721	0.570077176
722	0.5699840403
723	0.5699296176
724	0.5699157114
725	0.5698323942
726	0.5697461915
727	0.5696532562
728	0.5696337394
729	0.5696011579
730	0.5695628456
731	0.5695552312
732	0.5694814921
733	0.5694442619
734	0.56932664
735	0.5690305613
736	0.5690179776
737	0.5689987814
738	0.5689431164
739	0.5687265478
740	0.568541719
741	0.5685167119
742	0.568392758
743	0.5683859451
744	0.5683857848
745	0.5683621001
746	0.5682658786
747	0.568188172
748	0.5681862884
749	0.5681624434
750	0.5681556707
751	0.5678774257
752	0.5678727769
753	0.5676852631
754	0.5676207815
755	0.5674733834
756	0.5674717804
757	0.5672885947
758	0.5672585781
759	0.5672063195
760	0.5671906099
761	0.5671667649
762	0.5670214106
763	0.5668847528
764	0.5668349789
765	0.5666894243
766	0.5665720428
767	0.5664566651
768	0.5664500126
769	0.5663120723
770	0.5662956413
771	0.5662219823
772	0.5660519014
773	0.5660462107
774	0.5660422031
775	0.5660326651
776	0.5660110644
777	0.5660063755
778	0.5657403136
779	0.5655729177
780	0.5654460784
781	0.5654235159
782	0.5651074796
783	0.5650268475
784	0.5650195938
785	0.5646846819
786	0.5646072558
787	0.5645933095
788	0.5645913057
789	0.564552793
790	0.5644558501
791	0.5644474343
792	0.5644448694
793	0.5644368543
794	0.5644364936
795	0.5643128604
796	0.5640857919
797	0.5640436324
798	0.5639101405
799	0.5638936695
800	0.5638676604
801	0.5638477829
802	0.5637675114
803	0.5636960566
804	0.5636940128
805	0.5635211266
806	0.5635206056
807	0.5635090237
808	0.5634311969
809	0.5633716045
810	0.5633690797
811	0.5633439924
812	0.5633410669
813	0.5633138555
814	0.5632947795
815	0.5632808332
816	0.5632090177
817	0.5631936287
818	0.5631917852
819	0.5631647342
820	0.5631550759
821	0.5631463395
822	0.5631463395
823	0.5630313225
824	0.5628888136
825	0.5628517436
826	0.5628288605
827	0.5628025709
828	0.5628025709
829	0.5627970404
830	0.5627526367
831	0.5627261868
832	0.5627097558
833	0.5626385815
834	0.5626140552
835	0.5626019924
836	0.5624527909
837	0.5624195682
838	0.5623239078
839	0.5623184174
840	0.5622862367
841	0.5620852976
842	0.56204947
843	0.5620494299
844	0.5620375675
845	0.5620098753
846	0.5620011388
847	0.5619565747
848	0.5619565747
849	0.5617623683
850	0.5612049566
851	0.5611959797
852	0.561133622
853	0.5611225612
854	0.5611225211
855	0.5611209581
856	0.5610850103
857	0.5610850103
858	0.5610813234
859	0.5610781173
860	0.5610781975
861	0.561063129
862	0.5610592818
863	0.5610202882
864	0.5609693521
865	0.5609564477
866	0.5608246791
867	0.5608243585
868	0.5605391404
869	0.5603890572
870	0.5603626875
871	0.5601473612
872	0.5601389854
873	0.5601377431
874	0.560137703
875	0.560136661
876	0.560070897
877	0.5600708569
878	0.5600596758
879	0.5600593552
880	0.560058714
881	0.5597631563
882	0.5597577862
883	0.5596976728
884	0.5596381204
885	0.5596381605
886	0.5596351548
887	0.5596346739
888	0.5596162392
889	0.5594369409
890	0.5594197885
891	0.5593259314
892	0.5592073878
893	0.5592073477
894	0.5590995844
895	0.5589034543
896	0.5589034142
897	0.5589033341
898	0.5588151678
899	0.5584957251
900	0.5584952842
901	0.5583804676
902	0.5583790649
903	0.5583787443
904	0.5583722922
905	0.5582929425
906	0.5582563935
907	0.5582528668
908	0.5582236117
909	0.5582236918
910	0.558102423
911	0.5581014612
912	0.5581014211
913	0.5581014612
914	0.5580791391
915	0.5579256094
916	0.5578987988
917	0.5578685017
918	0.5578628109
919	0.5578624903
920	0.5578606068
921	0.5578603663
922	0.557750479
923	0.5577480744
924	0.5575594385
925	0.5575472956
926	0.5575448911
927	0.5573464367
928	0.5573417077
929	0.5573326106
930	0.5573308873
931	0.5573237539
932	0.5573001894
933	0.5572669267
934	0.5571718272
935	0.5571707051
936	0.5569902446
937	0.5568947845
938	0.5568946643
939	0.5568874106
940	0.5567398522
941	0.5566409456
942	0.5565385524
943	0.5564828473
944	0.5564745517
945	0.5564737502
946	0.5562615899
947	0.5562613895
948	0.5562603074
949	0.5559275997
950	0.5559063596
951	0.5558161094
952	0.5557598432
953	0.5555443967
954	0.5553175688
955	0.5553173283
956	0.5552039143
957	0.5552033533
958	0.5551464058
959	0.5551456043
960	0.5551453238
961	0.5551139045
962	0.555113103
963	0.5548628709
964	0.5548349783
965	0.5548339363
966	0.5547639643
967	0.5545779333
968	0.554577773
969	0.5545480369
970	0.5545471151
971	0.5545456724
972	0.5545395809
973	0.5545388996
974	0.5544317775
975	0.554296883
976	0.5542962819
977	0.5542957208
978	0.5542474698
979	0.5542293556
980	0.5542175734
981	0.5541896006
982	0.5541697632
983	0.5541280445
984	0.5540451681
985	0.5539142812
986	0.5538302827
987	0.5538262751
988	0.5537653602
989	0.5536811613
990	0.5535957602
991	0.5535947984
992	0.5535871039
993	0.5535869836
994	0.5535745201
995	0.553511922
996	0.5535079946
997	0.5532817678
998	0.5532800044
999	0.5532775598
1000	0.5532679016
1001	0.5530168279
1002	0.5528366079
1003	0.5525789618
1004	0.5525438155
1005	0.5524625421
1006	0.5522368764
1007	0.5520707229
1008	0.5519968635
1009	0.5519958616
1010	0.5519941384
1011	0.5519940182
1012	0.5519892492
1013	0.5519885679
1014	0.5519181149
1015	0.5519172333
1016	0.5517650261
1017	0.5514410549
1018	0.5514123607
1019	0.5514121604
1020	0.5514115993
1021	0.5514115993
1022	0.5514108379
1023	0.5512600734
1024	0.5509453997
1025	0.5509388674
1026	0.5509387472
1027	0.5508577143
1028	0.5508577143
1029	0.5507741165
1030	0.5507598897
1031	0.5507549604
1032	0.5507537181
1033	0.550609526
1034	0.5505920931
1035	0.5504792402
1036	0.5504734292
1037	0.550131424
1038	0.5501235291
1039	0.5501118671
1040	0.5501018482
1041	0.5500361642
1042	0.5500129204
1043	0.5499607019
1044	0.5499150557
1045	0.5499138935
1046	0.5497037771
1047	0.5496975253
1048	0.5496970444
1049	0.5496874263
1050	0.5496873862
1051	0.5496326028
1052	0.5496307193
1053	0.549602466
1054	0.549426013
1055	0.5494257325
1056	0.5493244614
1057	0.5492856282
1058	0.5492827427
1059	0.5492640675
1060	0.5490946278
1061	0.548921942
1062	0.548812736
1063	0.548812776
1064	0.5488119345
1065	0.5488108925
1066	0.5488076864
1067	0.5488067647
1068	0.5488007934
1069	0.5487617598
1070	0.5485506415
1071	0.5485490785
1072	0.5485224282
1073	0.548521787
1074	0.5485197832
1075	0.5485197832
1076	0.548519142
1077	0.548499505
1078	0.5484470861
1079	0.5484337008
1080	0.5484336608
1081	0.5484213976
1082	0.5483159988
1083	0.5481235557
1084	0.5480877682
1085	0.5480870067
1086	0.5480107028
1087	0.5480099814
1088	0.5479796442
1089	0.5478059164
1090	0.5478058763
1091	0.5477629553
1092	0.547647778
1093	0.5476452533
1094	0.5475538007
1095	0.5475527988
1096	0.5473719777
1097	0.5473686514
1098	0.5473686113
1099	0.5473686514
1100	0.5472328752
1101	0.5470475656
1102	0.5470475656
1103	0.5470475656
1104	0.5468911905
1105	0.5468911905
1106	0.5468301554
1107	0.5466208805
1108	0.5466018847
1109	0.5465551165
1110	0.5465533531
1111	0.5465533131
1112	0.5465273841
1113	0.5465273841
1114	0.5465149607
1115	0.546468994
1116	0.5464608586
1117	0.5464602174
1118	0.5463859172
1119	0.5463384276
1120	0.5462518643
1121	0.5461413759
1122	0.5461131626
1123	0.5461092352
1124	0.546001552
1125	0.5460012715
1126	0.5460005502
1127	0.5459631195
1128	0.5459631195
1129	0.5459630795
1130	0.5459629993
1131	0.5459177139
1132	0.545852591
1133	0.54567718
1134	0.5456770598
1135	0.5456747354
1136	0.5456346999
1137	0.5456346598
1138	0.5456078092
1139	0.5453922825
1140	0.5453519665
1141	0.5453378198
1142	0.5452597124
1143	0.545121692
1144	0.5451216118
1145	0.5451215317
1146	0.545117444
1147	0.5451172436
1148	0.5450960837
1149	0.5450960436
1150	0.545082979
1151	0.5450786107
1152	0.5450655861
1153	0.5449809465
1154	0.5449808262
1155	0.5449712882
1156	0.5448152338
1157	0.5448152739
1158	0.5448113465
1159	0.5448110259
1160	0.5448110659
1161	0.5448022894
1162	0.5448022092
1163	0.5446822228
1164	0.5446771733
1165	0.544676492
1166	0.5445305767
1167	0.5445306168
1168	0.5445175922
1169	0.5445155885
1170	0.5444168421
1171	0.5442590244
1172	0.5442590244
1173	0.544255097
1174	0.5441824399
1175	0.5441817185
1176	0.5441624422
1177	0.5441624422
1178	0.5441615605
1179	0.5441121873
1180	0.5440697072
1181	0.544069627
1182	0.5440286297
1183	0.5439649896
1184	0.543963587
1185	0.5439467953
1186	0.5439467552
1187	0.5438822335
1188	0.5437646516
1189	0.5437184845
1190	0.5437176029
1191	0.5433474645
1192	0.5433133602
1193	0.5432884332
1194	0.5432879923
1195	0.5432089632
1196	0.5431103371
1197	0.5431103772
1198	0.5431089746
1199	0.5431045262
1200	0.5430980339
1201	0.5430878146
1202	0.5430878146
1203	0.5430097874
1204	0.5430096271
1205	0.5428966941
1206	0.5428173443
1207	0.5427928181
1208	0.5427912952
1209	0.5426523931
1210	0.5426216952
1211	0.5426204128
1212	0.5426198517
1213	0.5426198517
1214	0.5426197315
1215	0.5425647478
1216	0.5425300824
1217	0.5423168801
1218	0.5423103077
1219	0.5423098669
1220	0.5422913119
1221	0.5421535319
1222	0.5421527304
1223	0.5419823289
1224	0.5418579743
1225	0.541857814
1226	0.5418568121
1227	0.5418566518
1228	0.5417551002
1229	0.5415797694
1230	0.5415797293
1231	0.5415188144
1232	0.5415083146
1233	0.5414829066
1234	0.5414695214
1235	0.5414694813
1236	0.5414694813
1237	0.541469321
1238	0.5414037974
1239	0.5414011123
1240	0.5413931773
1241	0.5413835993
1242	0.5413821966
1243	0.5413763857
1244	0.5411959252
1245	0.541194763
1246	0.5411946828
1247	0.5411946027
1248	0.5411843433
1249	0.5411701165
1250	0.5411701165
1251	0.5410594677
1252	0.5410520537
1253	0.5410425959
1254	0.5409876121
1255	0.5409876121
1256	0.5409854881
1257	0.5409851275
1258	0.5409445709
1259	0.5409274587
1260	0.5409274186
1261	0.5409274186
1262	0.5409071804
1263	0.5408931539
1264	0.5408923524
1265	0.5408922723
1266	0.5408921921
1267	0.5408239434
1268	0.5408132432
1269	0.5408132432
1270	0.5408132031
1271	0.5408132432
1272	0.5407976938
1273	0.54078507
1274	0.54078507
1275	0.540499932
1276	0.5404730413
1277	0.5404077581
1278	0.5403609097
1279	0.5401621748
1280	0.5401616538
1281	0.5401425778
1282	0.540046196
1283	0.5400459555
1284	0.5398968742
1285	0.5398870156
1286	0.5398706648
1287	0.5398680198
1288	0.5398557567
1289	0.5398168833
1290	0.5397954429
1291	0.5396867177
1292	0.5396846338
1293	0.5396722504
1294	0.5396718897
1295	0.5396329363
1296	0.5396327359
1297	0.5393860304
1298	0.5391097892
1299	0.5391053809
1300	0.5391049801
1301	0.5390830588
1302	0.5390212221
1303	0.5390132471
1304	0.5390132471
1305	0.5389443972
1306	0.5389237182
1307	0.5389235579
1308	0.538923117
1309	0.5389003541
1310	0.5389001537
1311	0.5388998732
1312	0.5388030505
1313	0.5388026497
1314	0.5387898656
1315	0.5387895049
1316	0.5387480668
1317	0.5387470649
1318	0.5387466641
1319	0.5386080426
1320	0.5385932547
1321	0.5385930944
1322	0.5385710127
1323	0.538570652
1324	0.5385706921
1325	0.538562677
1326	0.5385613946
1327	0.5385505741
1328	0.538503846
1329	0.5385035254
1330	0.5383386543
1331	0.5383181356
1332	0.5383166127
1333	0.5383061931
1334	0.5383056721
1335	0.5382922868
1336	0.5382922467
1337	0.5382218339
1338	0.5382148607
1339	0.5382145401
1340	0.5382143398
1341	0.5381425243
1342	0.5381187594
1343	0.5381123874
1344	0.5379868706
1345	0.5378870422
1346	0.5378839965
1347	0.5378351042
1348	0.5378308162
1349	0.5377992767
1350	0.5376025455
1351	0.5375979769
1352	0.5374697349
1353	0.5374694143
1354	0.5373539965
1355	0.5373533152
1356	0.5373533553
1357	0.5373491474
1358	0.5373491875
1359	0.5373269856
1360	0.5371861599
1361	0.5371464049
1362	0.5369360079
1363	0.536715552
1364	0.5367124261
1365	0.5366937108
1366	0.5366826499
1367	0.5366824094
1368	0.536505676
1369	0.5365055958
1370	0.5364949758
1371	0.5364949758
1372	0.5364191127
1373	0.5364180306
1374	0.5364025214
1375	0.5364013191
1376	0.5363355951
1377	0.5363354348
1378	0.5363351943
1379	0.5361895996
1380	0.5361895596
1381	0.5361727679
1382	0.535982569
1383	0.5359824087
1384	0.5359824087
1385	0.5357034424
1386	0.5356260163
1387	0.5356254152
1388	0.5354752919
1389	0.5353670878
1390	0.5353402772
1391	0.5353400768
1392	0.5353387543
1393	0.5353163521
1394	0.5353109419
1395	0.5352925472
1396	0.5352925872
1397	0.5352596451
1398	0.5352476224
1399	0.5352382447
1400	0.5352308708
1401	0.53523047
1402	0.53523047
1403	0.5352232564
1404	0.5352230961
1405	0.535223056
1406	0.5351328458
1407	0.5351308421
1408	0.5351263937
1409	0.5351263536
1410	0.535110644
1411	0.5351104837
1412	0.5350938523
1413	0.5350912874
1414	0.5350813086
1415	0.5350747362
1416	0.5350607899
1417	0.5350607899
1418	0.5348970409
1419	0.5348838961
1420	0.5348838961
1421	0.5348838561
1422	0.5348793676
1423	0.5348477479
1424	0.5348426984
1425	0.5347814228
1426	0.534781022
1427	0.5347758523
1428	0.5346476103
1429	0.5345862947
1430	0.5344533639
1431	0.5343921684
1432	0.5342447703
1433	0.5342445699
1434	0.5342442092
1435	0.5342441692
1436	0.5342441692
1437	0.5342363945
1438	0.5342362743
1439	0.5342358334
1440	0.5342230493
1441	0.5342229692
1442	0.5341059083
1443	0.5341053873
1444	0.5340786168
1445	0.5340369382
1446	0.5340296043
1447	0.5340226312
1448	0.5339797503
1449	0.5339121427
1450	0.5339119824
1451	0.5339076142
1452	0.5339072535
1453	0.5339068928
1454	0.5339066924
1455	0.5339042077
1456	0.5339042077
1457	0.5338857329
1458	0.5338844104
1459	0.5338787998
1460	0.5338738304
1461	0.5338737904
1462	0.5338733495
1463	0.5338721473
1464	0.5338069843
1465	0.5337600157
1466	0.5335742252
1467	0.5334891446
1468	0.5334886237
1469	0.5334878221
1470	0.5334843356
1471	0.5334806085
1472	0.5334802078
1473	0.5334801677
1474	0.5334516739
1475	0.533450632
1476	0.5333018713
1477	0.5332949783
1478	0.5331953503
1479	0.5331952702
1480	0.5331947893
1481	0.5331791999
1482	0.5331622479
1483	0.5331590418
1484	0.5331590418
1485	0.5331588815
1486	0.5331518282
1487	0.5330993292
1488	0.5330833791
1489	0.5330306396
1490	0.5330302388
1491	0.5329380248
1492	0.5329380248
1493	0.5329351795
1494	0.5329342176
1495	0.5327912679
1496	0.532750511
1497	0.5327505912
1498	0.532750511
1499	0.5327482668
1500	0.5327264657
1501	0.5327262252
1502	0.5327262653
1503	0.532725063
1504	0.532725023
1505	0.5326915197
1506	0.5326908785
1507	0.5325581882
1508	0.532404939
1509	0.5323663062
1510	0.5323658653
1511	0.532362499
